Code HS6,Label HS6
870121,"Tracteurs routiers pour semi-remorques, uniquement à moteur à piston à allumage par compression (diesel ou semi-diesel)"
870122,"Tracteurs routiers pour semi-remorques, équipés à la fois, pour la propulsion, d’un moteur à piston à allumage par compression (diesel ou semi-diesel) et d’un moteur électrique"
870123,"Tracteurs routiers pour semi-remorques, équipés à la fois, pour la propulsion, d’un moteur à piston à allumage par étincelles et d’un moteur électrique"
870124,"Tracteurs routiers pour semi-remorques, uniquement à moteur électrique pour la propulsion"
870129,"Tracteurs routiers pour semi-remorques, uniquement à moteur à piston à allumage par étincelles pour la propulsion (ou autres non couverts par les sous-positions précédentes)"
870130,Tracteurs à chenilles (sauf motoculteurs à chenille)
870191,"Tracteurs d’une puissance motrice <= 18 kW (à l’exclusion des chariots-tracteurs de la position 8709, des motoculteurs, des tracteurs routiers pour semi-remorques et des tracteurs à chenilles)"
870192,"Tracteurs d’une puissance motrice > 18 kW mais <= 37 kW (à l’exclusion des chariots-tracteurs de la position 8709, des motoculteurs, des tracteurs routiers pour semi-remorques et des tracteurs à chenilles)"
870193,"Tracteurs d’une puissance motrice > 37 kW mais <= 75 kW (à l’exclusion des chariots-tracteurs de la position 8709, des motoculteurs, des tracteurs routiers pour semi-remorques et des tracteurs à chenilles)"
870194,"Tracteurs d’une puissance motrice > 75 kW mais <= 130 kW (à l’exclusion des chariots-tracteurs de la position 8709, des motoculteurs, des tracteurs routiers pour semi-remorques et des tracteurs à chenilles)"
870195,"Tracteurs d’une puissance motrice > 130 kW (à l’exclusion des chariots-tracteurs de la position 8709, des motoculteurs, des tracteurs routiers pour semi-remorques et des tracteurs à chenilles)"
8702,"Véhicules automobiles pour le transport de >= 10 personnes, chauffeur inclus"
870210,"Véhicules automobiles pour le transport d’un minimum de 10 personnes, chauffeur inclus, uniquement à moteur diesel"
870220,"Véhicules automobiles pour le transport d’un minimum de 10 personnes, chauffeur inclus, équipés à la fois, pour la propulsion, d’un moteur diesel et d’un moteur électrique"
870230,"Véhicules automobiles pour le transport d’un minimum de 10 personnes, chauffeur inclus, équipés à la fois, pour la propulsion, d’un moteur à piston alternatif à allumage par étincelles et d’un moteur électrique"
870240,"Véhicules automobiles pour le transport d’un minimum de 10 personnes, chauffeur inclus, équipés uniquement, pour la propulsion, d’un moteur électrique"
870290,"Véhicules automobiles pour le transport d’un minimum de 10 personnes, chauffeur inclus (autres qu’équipés d’un moteur diesel ou d’un moteur électrique pour la propulsion)"
8703,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course (à l’exclusion des véhicules de la position 8702)"
870310,"Véhicules pour se déplacer sur la neige, d’une capacité de transport de personnes inférieure à 10 places; véhicules pour le transport de personnes sur les terrains de golf et similaires"
870321,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur à piston alternatif à allumage par étincelles, d’une cylindrée <= 1 000 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870322,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur à piston alternatif à allumage par étincelles, d’une cylindrée > 1 000 cm³ mais <= 1 500 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870323,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur à piston alternatif à allumage par étincelles, d’une cylindrée > 1 500 cm³ mais <= 3 000 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870324,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur à piston alternatif à allumage par étincelles, d’une cylindrée > 3 000 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870331,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur diesel, d’une cylindrée <= 1 500 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870332,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur diesel, d’une cylindrée > 1 500 cm³ mais <= 2 500 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870333,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, uniquement à moteur diesel, d’une cylindrée > 2 500 cm³ (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870340,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, équipés à la fois, pour la propulsion, d’un moteur à piston alternatif à allumage par étincelles et d’un moteur électrique (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10 ainsi que des véhicules hybrides rechargeables)"
870350,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, équipés à la fois, pour la propulsion, d’un moteur diesel et d’un moteur électrique (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10 ainsi que des véhicules hybrides rechargeables)"
870360,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, équipés à la fois, pour la propulsion, d’un moteur à piston alternatif à allumage par étincelles et d’un moteur électrique, pouvant être chargés par branchement à une source externe d’alimentation électrique (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870370,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, équipés à la fois, pour la propulsion, d’un moteur diesel et d’un moteur électrique, pouvant être chargés par branchement à une source externe d’alimentation électrique (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870380,"Voitures de tourisme et autres véhicules automobiles principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, équipés uniquement, pour la propulsion, d’un moteur électrique (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
870390,"Voitures de tourisme et autres véhicules principalement conçus pour le transport de moins de 10 personnes, y compris les voitures du type «break» et les voitures de course, autres qu’équipés d’un moteur à piston à allumage par compression ou par étincelles ou d’un moteur électrique (à l’exclusion des véhicules pour se déplacer sur la neige et autres véhicules spéciaux de la sous-position 8703.10)"
8704,"Véhicules automobiles pour le transport de marchandises, y.c. châssis comportant moteur et cabine"
870410,Tombereaux automoteurs utilisés en dehors du réseau routier
870421,"Véhicules automobiles pour le transport de marchandises, uniquement à moteur à piston à allumage par compression (diesel ou semi-diesel), d’un poids en charge maximal ≤ 5 t (à l’exclusion des tombereaux automoteurs de la sous-position 8704.10 et véhicules automobiles à usages spéciaux du nº 8705)"
870422,"Véhicules pour le transport de marchandises, uniquement à moteur à piston à allumage par compression (diesel ou semi-diesel), d’un poids en charge maximal > 5 t mais ≤ 20 t (à l’exclusion des tombereaux automoteurs de la sous-position 8704.10 et véhicules automobiles à usages spéciaux du nº 8705)"
870423,"Véhicules pour le transport de marchandises, uniquement à moteur à piston à allumage par compression (diesel ou semi-diesel), d’un poids en charge maximal > 20 t (à l’exclusion des tombereaux automoteurs de la sous-position 8704.10 et véhicules automobiles à usages spéciaux du nº 8705)"
